geography,subsector
30091,pet_refinery
30091,pulp_paper
30093,cement_concrete
30093,iron_steel
30093,pet_refinery
30093,pulp_paper
30095,cement_concrete
30095,chemical
30095,iron_steel
30095,pesticides_fertilizer
30095,pet_refinery
30095,pulp_paper
30097,cement_concrete
30097,chemical
30097,food_bev
30097,iron_steel
30097,pesticides_fertilizer
30097,pet_refinery
30097,pulp_paper
30099,cement_concrete
30099,iron_steel
30099,pet_refinery
30099,pulp_paper
30101,cement_concrete
30101,chemical
30101,food_bev
30101,iron_steel
30101,pesticides_fertilizer
30101,pet_refinery
30101,pulp_paper
30103,cement_concrete
30103,chemical
30103,food_bev
30103,iron_steel
30103,other
30103,pesticides_fertilizer
30103,pet_refinery
30103,pulp_paper
30105,cement_concrete
30105,chemical
30105,iron_steel
30105,pesticides_fertilizer
30105,pet_refinery
30105,pulp_paper
30107,cement_concrete
30107,chemical
30107,iron_steel
30107,pesticides_fertilizer
30107,pet_refinery
30107,pulp_paper
30109,cement_concrete
30109,chemical
30109,food_bev
30109,iron_steel
30109,pesticides_fertilizer
30109,pet_refinery
30109,pulp_paper
30111,cement_concrete
31001,cement_concrete
31001,iron_steel
31001,pesticides_fertilizer
31001,pulp_paper
31003,cement_concrete
31003,iron_steel
31003,pesticides_fertilizer
31003,pet_refinery
31003,pulp_paper
31005,cement_concrete
31005,chemical
31005,iron_steel
31005,pesticides_fertilizer
31005,pet_refinery
31005,pulp_paper
31007,cement_concrete
31007,chemical
31007,food_bev
31007,iron_steel
31007,other
31007,pesticides_fertilizer
31007,pet_refinery
31007,pulp_paper
31009,cement_concrete
31009,chemical
31009,food_bev
31009,iron_steel
31009,pesticides_fertilizer
31009,pet_refinery
31009,pulp_paper
31011,cement_concrete
31011,food_bev
31011,iron_steel
31011,pet_refinery
31011,pulp_paper
31013,cement_concrete
31013,iron_steel
31013,pet_refinery
31013,pulp_paper
31015,cement_concrete
31015,chemical
31015,food_bev
31015,iron_steel
31015,pesticides_fertilizer
31015,pet_refinery
31015,pulp_paper
31017,cement_concrete
31017,chemical
31017,pesticides_fertilizer
31017,pet_refinery
31017,pulp_paper
31019,cement_concrete
31019,iron_steel
31019,pet_refinery
31019,pulp_paper
31021,cement_concrete
31021,iron_steel
31021,pesticides_fertilizer
31021,pet_refinery
31021,pulp_paper
31023,cement_concrete
31023,iron_steel
31023,pet_refinery
31023,pulp_paper
31025,chemical
31025,pesticides_fertilizer
31025,pet_refinery
31025,pulp_paper
31027,cement_concrete
31027,iron_steel
31027,pet_refinery
31027,pulp_paper
31029,cement_concrete
31029,pet_refinery
31029,pulp_paper
31031,cement_concrete
31031,chemical
31031,iron_steel
31031,pesticides_fertilizer
31031,pet_refinery
31031,pulp_paper
31033,cement_concrete
31033,chemical
31033,pesticides_fertilizer
31033,pet_refinery
31033,pulp_paper
31035,cement_concrete
31035,chemical
31035,iron_steel
31035,pesticides_fertilizer
31035,pet_refinery
31035,pulp_paper
31037,cement_concrete
31037,iron_steel
31037,pet_refinery
31037,pulp_paper
31039,cement_concrete
31039,iron_steel
31039,pet_refinery
31039,pulp_paper
31041,cement_concrete
31041,iron_steel
31041,pet_refinery
31041,pulp_paper
31043,cement_concrete
31043,pet_refinery
31043,pulp_paper
31045,cement_concrete
31045,chemical
31045,food_bev
31045,iron_steel
31045,pesticides_fertilizer
31045,pet_refinery
31045,pulp_paper
31047,cement_concrete
31047,iron_steel
31047,pet_refinery
31047,pulp_paper
31049,cement_concrete
31049,food_bev
31049,iron_steel
31049,other
31049,pet_refinery
31049,pulp_paper
31051,cement_concrete
31051,iron_steel
31051,pesticides_fertilizer
31051,pet_refinery
31051,pulp_paper
31053,cement_concrete
31053,iron_steel
31053,pet_refinery
31053,pulp_paper
31055,cement_concrete
31057,cement_concrete
31057,chemical
31057,iron_steel
31057,pesticides_fertilizer
31057,pet_refinery
31057,pulp_paper
31059,cement_concrete
31059,pesticides_fertilizer
31059,pet_refinery
31059,pulp_paper
31061,cement_concrete
31061,chemical
31061,iron_steel
31061,pesticides_fertilizer
31061,pet_refinery
31061,pulp_paper
31063,cement_concrete
31063,chemical
31063,iron_steel
31063,pesticides_fertilizer
31063,pet_refinery
31063,pulp_paper
31065,cement_concrete
31065,chemical
31065,iron_steel
31065,pesticides_fertilizer
31065,pet_refinery
31065,pulp_paper
31067,cement_concrete
31067,iron_steel
31067,pet_refinery
31067,pulp_paper
31069,cement_concrete
31069,chemical
31069,iron_steel
31069,pesticides_fertilizer
31069,pet_refinery
31069,pulp_paper
31071,cement_concrete
31071,chemical
31071,iron_steel
31071,pesticides_fertilizer
31071,pet_refinery
31071,pulp_paper
31073,cement_concrete
31073,chemical
31073,iron_steel
31073,pesticides_fertilizer
31073,pet_refinery
31073,pulp_paper
31075,cement_concrete
31075,chemical
31075,food_bev
31075,iron_steel
31075,pesticides_fertilizer
31075,pet_refinery
31075,pulp_paper
31077,cement_concrete
31077,chemical
31077,pesticides_fertilizer
31077,pet_refinery
31077,pulp_paper
31079,cement_concrete
31079,iron_steel
31079,pulp_paper
31081,cement_concrete
31081,iron_steel
31081,pesticides_fertilizer
31081,pet_refinery
31081,pulp_paper
31083,cement_concrete
31083,chemical
31083,pesticides_fertilizer
31083,pet_refinery
31083,pulp_paper
31085,cement_concrete
31085,chemical
31085,food_bev
31085,iron_steel
31085,other
31085,pesticides_fertilizer
31085,pet_refinery
31085,pulp_paper
31087,cement_concrete
31087,food_bev
31087,iron_steel
31087,pet_refinery
31087,pulp_paper
31089,cement_concrete
31089,iron_steel
31089,pet_refinery
31089,pulp_paper
31091,cement_concrete
31091,chemical
31091,iron_steel
31091,pesticides_fertilizer
31091,pet_refinery
31091,pulp_paper
31093,cement_concrete
31093,iron_steel
31093,pet_refinery
31093,pulp_paper
31095,cement_concrete
31095,iron_steel
31095,pet_refinery
31095,pulp_paper
31097,cement_concrete
31097,chemical
31097,iron_steel
31097,pesticides_fertilizer
31097,pet_refinery
31097,pulp_paper
31099,cement_concrete
31099,food_bev
31099,iron_steel
31099,pesticides_fertilizer
31099,pet_refinery
31099,pulp_paper
31101,cement_concrete
31101,chemical
31101,iron_steel
31101,pesticides_fertilizer
31101,pet_refinery
31101,pulp_paper
31103,cement_concrete
31103,chemical
31103,food_bev
31103,iron_steel
31103,pesticides_fertilizer
31103,pet_refinery
31103,pulp_paper
31105,cement_concrete
31105,chemical
31105,pesticides_fertilizer
31105,pet_refinery
31105,pulp_paper
31107,cement_concrete
31107,iron_steel
31107,pet_refinery
31107,pulp_paper
31109,cement_concrete
31109,pulp_paper
31111,cement_concrete
31111,iron_steel
31111,pesticides_fertilizer
31111,pulp_paper
31113,cement_concrete
31113,chemical
31113,food_bev
31113,iron_steel
31113,pesticides_fertilizer
31113,pet_refinery
31113,pulp_paper
31115,cement_concrete
31115,chemical
31115,food_bev
31115,iron_steel
31115,other
31115,pesticides_fertilizer
31115,pet_refinery
31115,pulp_paper
31117,cement_concrete
31117,chemical
31117,food_bev
31117,iron_steel
31117,other
31117,pesticides_fertilizer
31117,pet_refinery
31117,pulp_paper
31119,cement_concrete
31119,pesticides_fertilizer
31119,pet_refinery
31119,pulp_paper
31121,cement_concrete
31121,iron_steel
31121,pet_refinery
31121,pulp_paper
31123,cement_concrete
31123,iron_steel
31123,pet_refinery
31123,pulp_paper
31125,cement_concrete
31125,food_bev
31125,iron_steel
31125,pet_refinery
31125,pulp_paper
31127,cement_concrete
31127,chemical
31127,iron_steel
31127,pesticides_fertilizer
31127,pet_refinery
31127,pulp_paper
31129,cement_concrete
31129,chemical
31129,iron_steel
31129,pesticides_fertilizer
31129,pet_refinery
31129,pulp_paper
31131,cement_concrete
31131,pesticides_fertilizer
31131,pet_refinery
31131,pulp_paper
31133,cement_concrete
31133,chemical
31133,iron_steel
31133,pesticides_fertilizer
31133,pet_refinery
31133,pulp_paper
31135,cement_concrete
31135,iron_steel
31135,pet_refinery
31135,pulp_paper
31137,cement_concrete
31137,iron_steel
31137,pesticides_fertilizer
31137,pet_refinery
31137,pulp_paper
31139,cement_concrete
31139,chemical
31139,iron_steel
31139,pesticides_fertilizer
31139,pet_refinery
31139,pulp_paper
31141,cement_concrete
31141,pet_refinery
31141,pulp_paper
31143,cement_concrete
31143,food_bev
31143,iron_steel
31143,pet_refinery
31143,pulp_paper
31145,cement_concrete
31145,iron_steel
31145,pet_refinery
31145,pulp_paper
31147,cement_concrete
31147,chemical
31147,iron_steel
31147,pesticides_fertilizer
31147,pet_refinery
31147,pulp_paper
31149,cement_concrete
31149,food_bev
31149,iron_steel
31149,pet_refinery
31149,pulp_paper
31151,cement_concrete
31151,pesticides_fertilizer
31151,pet_refinery
31151,pulp_paper
31153,cement_concrete
31153,iron_steel
31153,pet_refinery
31153,pulp_paper
31155,cement_concrete
31155,pet_refinery
31155,pulp_paper
31157,cement_concrete
31157,iron_steel
31157,pulp_paper
31159,cement_concrete
31159,iron_steel
31159,pet_refinery
31159,pulp_paper
31161,cement_concrete
31161,iron_steel
31161,pet_refinery
31161,pulp_paper
31163,cement_concrete
31163,chemical
31163,iron_steel
31163,pesticides_fertilizer
31163,pet_refinery
31163,pulp_paper
31165,cement_concrete
31165,chemical
31165,food_bev
31165,iron_steel
31165,other
31165,pesticides_fertilizer
31165,pet_refinery
31165,pulp_paper
31167,cement_concrete
31167,chemical
31167,food_bev
31167,iron_steel
31167,pesticides_fertilizer
31167,pet_refinery
31167,pulp_paper
31169,cement_concrete
31169,chemical
31169,iron_steel
31169,pesticides_fertilizer
31169,pet_refinery
31169,pulp_paper
31171,cement_concrete
31171,chemical
31171,food_bev
31171,iron_steel
31171,pesticides_fertilizer
31171,pet_refinery
31171,pulp_paper
31173,cement_concrete
31173,iron_steel
31173,pet_refinery
31173,pulp_paper
31175,cement_concrete
31175,iron_steel
31175,pesticides_fertilizer
31175,pet_refinery
31175,pulp_paper
31177,cement_concrete
31177,pet_refinery
31177,pulp_paper
31179,cement_concrete
31179,chemical
31179,iron_steel
31179,pesticides_fertilizer
31179,pet_refinery
31179,pulp_paper
31181,cement_concrete
31181,chemical
31181,food_bev
31181,iron_steel
31181,pesticides_fertilizer
31181,pet_refinery
31181,pulp_paper
31183,cement_concrete
31183,chemical
31183,iron_steel
31183,other
31183,pesticides_fertilizer
31183,pet_refinery
31183,pulp_paper
31185,cement_concrete
31185,iron_steel
31185,pet_refinery
31185,pulp_paper
32001,cement_concrete
32001,food_bev
32001,iron_steel
32001,pesticides_fertilizer
32001,pet_refinery
32001,pulp_paper
32003,cement_concrete
32003,pulp_paper
32005,cement_concrete
32005,iron_steel
32005,pulp_paper
32007,cement_concrete
32007,chemical
32007,pesticides_fertilizer
32007,pet_refinery
32007,pulp_paper
32009,cement_concrete
32009,food_bev
32009,iron_steel
32009,other
32009,pesticides_fertilizer
32009,pet_refinery
32009,pulp_paper
32011,cement_concrete
32011,chemical
32011,food_bev
32011,iron_steel
32011,other
32011,pesticides_fertilizer
32011,pet_refinery
32011,pulp_paper
32013,cement_concrete
32013,iron_steel
32013,pesticides_fertilizer
32013,pet_refinery
32013,pulp_paper
32015,cement_concrete
32015,chemical
32015,food_bev
32015,iron_steel
32015,pesticides_fertilizer
32015,pet_refinery
32015,pulp_paper
32017,cement_concrete
32017,chemical
32017,food_bev
32017,iron_steel
32017,other
32017,pesticides_fertilizer
32017,pet_refinery
32017,pulp_paper
32019,iron_steel
32019,pesticides_fertilizer
32019,pulp_paper
32021,cement_concrete
32021,chemical
32021,food_bev
32021,iron_steel
32021,pesticides_fertilizer
32021,pet_refinery
32021,pulp_paper
32023,cement_concrete
32023,iron_steel
32023,pesticides_fertilizer
32023,pet_refinery
32023,pulp_paper
32027,cement_concrete
32027,food_bev
32027,iron_steel
32027,pesticides_fertilizer
32027,pet_refinery
32027,pulp_paper
32029,cement_concrete
32029,chemical
32029,iron_steel
32029,other
32029,pesticides_fertilizer
32029,pet_refinery
32029,pulp_paper
32031,cement_concrete
32031,pulp_paper
32033,cement_concrete
32033,chemical
32033,food_bev
32033,iron_steel
32033,pesticides_fertilizer
32033,pulp_paper
32510,cement_concrete
32510,iron_steel
32510,pulp_paper
33001,cement_concrete
33001,iron_steel
33001,pesticides_fertilizer
33003,cement_concrete
33003,chemical
33003,iron_steel
33003,pesticides_fertilizer
33003,pulp_paper
33005,cement_concrete
33005,iron_steel
33005,pesticides_fertilizer
33005,pulp_paper
33007,cement_concrete
33007,iron_steel
33007,pesticides_fertilizer
33009,cement_concrete
33009,pesticides_fertilizer
33009,pulp_paper
33011,cement_concrete
33013,cement_concrete
33013,pesticides_fertilizer
33013,pulp_paper
33015,cement_concrete
33015,iron_steel
33015,pesticides_fertilizer
33015,pulp_paper
33017,cement_concrete
33017,pesticides_fertilizer
33017,pulp_paper
33019,cement_concrete
33019,iron_steel
34001,cement_concrete
34001,iron_steel
34001,pesticides_fertilizer
34001,pulp_paper
34003,cement_concrete
34003,pesticides_fertilizer
34005,cement_concrete
34005,pulp_paper
34007,cement_concrete
34007,pulp_paper
34009,cement_concrete
34009,chemical
34009,pesticides_fertilizer
34009,pet_refinery
34009,pulp_paper
34011,cement_concrete
34011,pulp_paper
34013,cement_concrete
34013,pesticides_fertilizer
34015,cement_concrete
34015,pesticides_fertilizer
34015,pulp_paper
34017,cement_concrete
34017,pesticides_fertilizer
34019,cement_concrete
34019,iron_steel
34019,pulp_paper
34021,cement_concrete
34021,pet_refinery
34023,cement_concrete
34025,cement_concrete
34025,pulp_paper
34027,cement_concrete
34027,pulp_paper
34029,cement_concrete
34029,iron_steel
34029,pesticides_fertilizer
34029,pulp_paper
34031,cement_concrete
34031,pesticides_fertilizer
34033,cement_concrete
34033,iron_steel
34033,pet_refinery
34033,pulp_paper
34035,cement_concrete
34035,pesticides_fertilizer
34035,pulp_paper
34037,cement_concrete
34037,iron_steel
34037,pesticides_fertilizer
34037,pulp_paper
34039,cement_concrete
34039,pulp_paper
34041,cement_concrete
34041,iron_steel
34041,pulp_paper
35001,pulp_paper
35003,cement_concrete
35003,chemical
35003,food_bev
35003,iron_steel
35003,pesticides_fertilizer
35003,pet_refinery
35003,pulp_paper
35005,cement_concrete
35005,iron_steel
35005,pet_refinery
35005,pulp_paper
35006,cement_concrete
35006,chemical
35006,pesticides_fertilizer
35006,pet_refinery
35006,pulp_paper
35007,cement_concrete
35007,pesticides_fertilizer
35007,pet_refinery
35007,pulp_paper
35009,cement_concrete
35009,iron_steel
35009,pet_refinery
35009,pulp_paper
35011,cement_concrete
35011,chemical
35011,food_bev
35011,iron_steel
35011,pesticides_fertilizer
35011,pet_refinery
35011,pulp_paper
35013,cement_concrete
35013,iron_steel
35013,pet_refinery
35013,pulp_paper
35015,cement_concrete
35015,pesticides_fertilizer
35015,pulp_paper
35017,cement_concrete
35017,chemical
35017,iron_steel
35017,pesticides_fertilizer
35017,pet_refinery
35017,pulp_paper
35019,cement_concrete
35019,chemical
35019,food_bev
35019,iron_steel
35019,pesticides_fertilizer
35019,pet_refinery
35019,pulp_paper
35021,cement_concrete
35021,chemical
35021,food_bev
35021,iron_steel
35021,other
35021,pesticides_fertilizer
35021,pet_refinery
35021,pulp_paper
35023,cement_concrete
35023,chemical
35023,food_bev
35023,iron_steel
35023,other
35023,pesticides_fertilizer
35023,pet_refinery
35023,pulp_paper
35025,cement_concrete
35025,iron_steel
35025,pesticides_fertilizer
35025,pulp_paper
35027,cement_concrete
35027,pesticides_fertilizer
35027,pet_refinery
35027,pulp_paper
35028,cement_concrete
35028,chemical
35028,iron_steel
35028,pesticides_fertilizer
35028,pet_refinery
35028,pulp_paper
35029,cement_concrete
35029,iron_steel
35029,pet_refinery
35029,pulp_paper
35031,cement_concrete
35031,chemical
35031,iron_steel
35031,pesticides_fertilizer
35033,cement_concrete
35033,chemical
35033,iron_steel
35033,pesticides_fertilizer
35033,pet_refinery
35033,pulp_paper
35035,cement_concrete
35035,chemical
35035,iron_steel
35035,pesticides_fertilizer
35035,pet_refinery
35035,pulp_paper
35037,cement_concrete
35037,chemical
35037,iron_steel
35037,pesticides_fertilizer
35037,pet_refinery
35037,pulp_paper
35039,cement_concrete
35039,iron_steel
35039,pesticides_fertilizer
35039,pet_refinery
35039,pulp_paper
35041,cement_concrete
35041,chemical
35041,iron_steel
35041,pesticides_fertilizer
35041,pet_refinery
35041,pulp_paper
35043,cement_concrete
35043,iron_steel
35043,pet_refinery
35043,pulp_paper
35045,cement_concrete
35045,pesticides_fertilizer
35045,pulp_paper
35047,cement_concrete
35047,iron_steel
35047,pesticides_fertilizer
35047,pet_refinery
35047,pulp_paper
35049,cement_concrete
35049,pesticides_fertilizer
35051,cement_concrete
35051,chemical
35051,iron_steel
35051,pesticides_fertilizer
35051,pet_refinery
35051,pulp_paper
35053,cement_concrete
35053,chemical
35053,food_bev
35053,iron_steel
35053,pesticides_fertilizer
35053,pet_refinery
35053,pulp_paper
35055,cement_concrete
35055,iron_steel
35055,pet_refinery
35055,pulp_paper
35057,cement_concrete
35057,chemical
35057,iron_steel
35057,pesticides_fertilizer
35057,pet_refinery
35057,pulp_paper
35059,cement_concrete
35059,chemical
35059,food_bev
35059,iron_steel
35059,pesticides_fertilizer
35059,pulp_paper
35061,cement_concrete
35061,chemical
35061,iron_steel
35061,pesticides_fertilizer
35061,pet_refinery
35061,pulp_paper
36001,pesticides_fertilizer
36003,cement_concrete
36003,iron_steel
36003,pesticides_fertilizer
36003,pulp_paper
36005,cement_concrete
36005,pesticides_fertilizer
36005,pulp_paper
36007,cement_concrete
36007,iron_steel
36009,cement_concrete
36009,pesticides_fertilizer
36009,pulp_paper
36011,cement_concrete
36011,pesticides_fertilizer
36011,pet_refinery
36011,pulp_paper
36013,cement_concrete
36013,pulp_paper
36015,cement_concrete
36015,iron_steel
36015,pesticides_fertilizer
36017,cement_concrete
36017,pet_refinery
36019,cement_concrete
36019,pulp_paper
36021,cement_concrete
36021,iron_steel
36023,cement_concrete
36023,food_bev
